strategy,start_date,end_date,final_value,return_pct,cagr_pct,max_drawdown_pct,lump_final,beats_lump
DCA_7y,2000-07,2010-07,5776003.427037654,-42.23996572962345,-5.340818644349765,69.66961952910717,2775196.3154206336,True
Hybrid25pct_7y,2000-07,2010-07,5025801.649133404,-49.74198350866597,-6.648664708347352,69.81924428000251,2775196.3154206336,True
DCA_10y,2000-07,2010-07,6976491.299397435,-30.23508700602565,-3.5363466848608027,57.49493589048097,2775196.3154206336,True
Hybrid25pct_10y,2000-07,2010-07,5926167.553403237,-40.73832446596764,-5.097556922141999,61.05286420911371,2775196.3154206336,True
LumpSum,2000-08,2010-08,2113430.936708179,-78.86569063291822,-14.395064172943783,84.77357025119971,2113430.936708179,False
DCA_3y,2000-08,2010-08,4932509.562301463,-50.67490437698537,-6.823414047576637,70.38922698199451,2113430.936708179,True
Hybrid25pct_3y,2000-08,2010-08,4227739.905903152,-57.72260094096848,-8.248995821917005,70.38922698199447,2113430.936708179,True
DCA_5y,2000-08,2010-08,5131505.979050565,-48.68494020949436,-6.454158963224765,70.3892269819945,2113430.936708179,True
Hybrid25pct_5y,2000-08,2010-08,4376987.218464967,-56.23012781535033,-7.930130445281813,70.38922698199448,2113430.936708179,True
DCA_7y,2000-08,2010-08,5002690.336048855,-49.973096639511446,-6.691681716898634,69.65183277132913,2113430.936708179,True
Hybrid25pct_7y,2000-08,2010-08,4280375.486213691,-57.1962451378631,-8.135400325308096,69.74483550150462,2113430.936708179,True
DCA_10y,2000-08,2010-08,6065507.270417392,-39.34492729582608,-4.876742836246494,57.016153657185555,2113430.936708179,True
Hybrid25pct_10y,2000-08,2010-08,5077488.186990092,-49.22511813009909,-6.553101406381057,59.72135080916034,2113430.936708179,True
LumpSum,2000-09,2010-09,3177058.308987734,-68.22941691012265,-10.833336019028195,79.6625921430742,3177058.308987734,False
DCA_3y,2000-09,2010-09,5638115.319166176,-43.61884680833824,-5.569259471997001,70.38922698199451,3177058.308987734,True
Hybrid25pct_3y,2000-09,2010-09,5022851.0666215755,-49.771489333784245,-6.654146691762907,70.38922698199447,3177058.308987734,True
DCA_5y,2000-09,2010-09,5828799.937331952,-41.71200062668048,-5.254647716668837,70.3892269819945,3177058.308987734,True
Hybrid25pct_5y,2000-09,2010-09,5165864.530245897,-48.34135469754103,-6.3917122606033105,70.3892269819945,3177058.308987734,True
DCA_7y,2000-09,2010-09,5662609.5210837545,-43.37390478916245,-5.528315006997431,69.62640417356538,3177058.308987734,True
Hybrid25pct_7y,2000-09,2010-09,5041221.718059753,-49.58778281940247,-6.620062298035567,69.74918777288572,3177058.308987734,True
DCA_10y,2000-09,2010-09,6900604.300655361,-30.993956993446393,-3.6417925010171714,56.54720399852305,3177058.308987734,True
Hybrid25pct_10y,2000-09,2010-09,5969717.802738455,-40.30282197261544,-5.028044534248844,58.86996485814117,3177058.308987734,True
LumpSum,2000-10,2010-10,3771434.190331163,-62.28565809668838,-9.29094272984685,78.07993030330643,3771434.190331163,False
DCA_3y,2000-10,2010-10,5955158.002696667,-40.44841997303333,-5.051233112031217,70.38922698199451,3771434.190331163,True
Hybrid25pct_3y,2000-10,2010-10,5409227.049605302,-45.90772950394698,-5.959804975514993,70.38922698199447,3771434.190331163,True
DCA_5y,2000-10,2010-10,6103365.13671037,-38.9663486328963,-4.817537749280598,70.3892269819945,3771434.190331163,True
Hybrid25pct_5y,2000-10,2010-10,5520382.400115567,-44.796175998844326,-5.768323840952405,70.3892269819945,3771434.190331163,True
DCA_7y,2000-10,2010-10,5915238.341466042,-40.84761658533957,-5.115073651025215,69.60232305804081,3771434.190331163,True
Hybrid25pct_7y,2000-10,2010-10,5379287.303682326,-46.207126963176734,-6.01198575717633,69.74047694984637,3771434.190331163,True
DCA_10y,2000-10,2010-10,7238674.508540663,-27.613254914593366,-3.179815727380686,56.06712353715054,3771434.190331163,True
Hybrid25pct_10y,2000-10,2010-10,6371864.428988289,-36.28135571011711,-4.406876431981221,58.73792639673626,3771434.190331163,True
LumpSum,2000-11,2010-11,5545893.166312471,-44.54106833687529,-5.724867833387859,78.07993030330643,5545893.166312471,False
DCA_3y,2000-11,2010-11,6485088.820806761,-35.149111791932384,-4.238356089188233,70.38922698199451,5545893.166312471,True
