amounts,ratios,avg_return_pct,median_return_pct,min_return_pct,max_return_pct,avg_cagr_pct,avg_max_drawdown_pct,worst_drawdown_pct,avg_unused_cash,avg_trigger_count
"(200, 200, 200, 200, 200)","(0.7, 0.7, 0.7, 0.3, 0.3)",229.56953947078148,199.34888265072482,-24.770259861313072,741.5573725623141,10.81492050932218,37.541842882692904,61.728350239368545,1507389.1625615763,4.246305418719212
"(200, 200, 200, 200, 200)","(0.7, 0.7, 0.7, 0.5, 0.3)",229.35658812440187,199.34888265072482,-22.896342142594573,726.0017248079992,10.863447896702903,37.28450600136809,61.128001544810516,1507389.1625615763,4.246305418719212
"(200, 200, 200, 200, 200)","(0.7, 0.7, 0.7, 0.7, 0.3)",229.14363677802226,199.34888265072482,-21.022424423876075,710.4460770536842,10.910396392944854,37.09454142647844,60.746739050993284,1507389.1625615763,4.246305418719212
"(100, 200, 200, 200, 300)","(0.3, 0.3, 0.3, 0.3, 0.3)",225.94578515760955,207.33903543603805,-29.350488370408247,736.7103452747939,10.555149329810524,38.64387982177199,64.81397932665264,1960591.1330049261,4.246305418719212
"(100, 200, 200, 200, 300)","(0.5, 0.3, 0.3, 0.3, 0.3)",223.59057466956344,203.2464862114515,-28.82722545799806,729.3944305526124,10.516415890058884,38.4489968612737,64.61075335316976,1960591.1330049261,4.246305418719212
"(100, 200, 200, 200, 300)","(0.7, 0.3, 0.3, 0.3, 0.3)",221.23536418151738,202.0122401474904,-28.666884705142504,722.0785158304315,10.476122271338992,38.25293913409358,64.40962447394914,1960591.1330049261,4.246305418719212
"(100, 200, 200, 200, 300)","(0.5, 0.5, 0.3, 0.3, 0.3)",219.55646524140826,202.08875592009528,-26.985595888229362,712.7140099274445,10.46276749415303,38.02654910568345,64.08488808012987,1960591.1330049261,4.246305418719212
"(100, 200, 200, 200, 200)","(0.3, 0.3, 0.3, 0.3, 0.3)",218.68223361694717,195.4293097893253,-27.798504852190465,736.7103452747939,10.275127574503836,36.601911647982924,60.861392939030964,2507389.1625615763,4.246305418719212
"(100, 200, 200, 200, 300)","(0.7, 0.5, 0.3, 0.3, 0.3)",217.20125475336212,197.68254496399496,-26.825255135373805,706.5177454695781,10.419830971630308,37.82511463123441,63.887904062600086,1960591.1330049261,4.246305418719212
"(100, 200, 200, 200, 300)","(0.5, 0.5, 0.5, 0.5, 0.5)",216.86701690937372,198.8654124405528,-19.522702496258514,681.602714418815,10.565688128279863,37.04181564807729,61.8830501162543,1960591.1330049261,4.246305418719212
"(100, 200, 200, 200, 200)","(0.5, 0.3, 0.3, 0.3, 0.3)",216.32702312890106,192.20600539381064,-27.443033500426427,729.3944305526124,10.237154572072075,36.40725280355703,60.605237275236945,2507389.1625615763,4.246305418719212
"(100, 200, 200, 200, 300)","(0.5, 0.5, 0.5, 0.3, 0.3)",215.76530030672058,197.92899944566452,-25.111678169510874,697.1583621731297,10.409357867112002,37.606738895535976,63.56659563574616,1960591.1330049261,4.246305418719212
"(100, 200, 200, 200, 300)","(0.5, 0.5, 0.5, 0.5, 0.3)",215.55234896034094,198.27153537839135,-23.23776045079239,681.602714418815,10.458090827275724,37.32381868108773,62.96657799775942,1960591.1330049261,4.246305418719212
"(100, 200, 200, 200, 300)","(0.7, 0.5, 0.5, 0.5, 0.5)",214.5118064213276,199.05503660172766,-19.362361743402946,675.4064499609485,10.519042569556976,36.840949028321624,61.701967635900104,1960591.1330049261,4.246305418719212
"(100, 200, 200, 200, 200)","(0.7, 0.3, 0.3, 0.3, 0.3)",213.97181264085495,190.62608004184517,-27.28269274757086,722.0785158304315,10.197611694014016,36.21139199374026,60.350983124687595,2507389.1625615763,4.246305418719212
"(100, 200, 200, 200, 300)","(0.7, 0.5, 0.5, 0.3, 0.3)",213.41008981867444,198.11862360683946,-24.951337416655306,690.9620977152633,10.364030483181581,37.40184068397719,63.37365858223942,1960591.1330049261,4.246305418719212
